"ID"	"method"	"date"	"eventDate"	"NO2"	"NO2_N"	"NO3"	"NO3_N"	"PO4"	"PO4_P"	"NH4"	"NH4_N"	"equipment"	"NO2_lower_limit_of_quantification_mgL"	"NO2_upper_limit_of_quantification_mgL"	"NO3_lower_limit_of_quantification_mgL"	"NO3_upper_limit_of_quantification_mgL"	"PO4_lower_limit_of_quantification_mgL"	"PO4_upper_limit_of_quantification_mgL"	"NH4_lower_limit_of_quantification_mgL"	"NH4_upper_limit_of_quantification_mgL"
"S1"	"grab"	"2018-05-01"		0	0	0	0	0.25	0.082	0.25	0.194	"Colorimetric Test"								
"S1"	"grab"	"2018-06-04"		0	0	0	0	0.125	0.041	0	0	"Colorimetric Test"								
"S2"	"eds"	"2019-06-15"	"2019-06-12"	0.2	0.061	2.833	0.64	1.785	0.582	2.572	1.997	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S2"	"grab"	"2019-07-01"		0.112	0.034	1.948	0.44	18.599	6.065	0.292	0.227	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S2"	"grab"	"2019-04-29"		0.21	0.064	3.984	0.9	0.852	0.278	1.156	0.898	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S2"	"grab"	"2019-06-11"		0.076	0.023	1.682	0.38	1.073	0.35	0.258	0.2	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S2"	"grab"	"2019-04-10"		0.085	0.026	8.853	2	0.202	0.066	0.125	0.097	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S2"	"grab"	"2019-05-20"		0.108	0.033	1.638	0.37	1.828	0.596	0.325	0.252	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"grab"	"2019-04-11"		0.072	0.022	3.541	0.8	0.172	0.056	0.264	0.205	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"grab"	"2019-05-20"		0.066	0.02	1.549	0.35	0.331	0.108	0.215	0.167	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"grab"	"2019-06-11"		0.059	0.018	1.726	0.39	0.31	0.101	0.26	0.202	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"grab"	"2019-04-29"		0.066	0.02	2.833	0.64	0.23	0.075	0.205	0.159	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"eds"	"2019-06-15"	"2019-06-12"	0.174	0.053	12.129	2.74	0.092	0.03	0.176	0.137	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S3"	"grab"	"2019-07-01"		0.072	0.022	3.32	0.75	1.739	0.567	0.316	0.245	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S4"	"grab"	"2018-05-02"		0.05	0.015	0	0	0.25	0.082	0	0	"Colorimetric Test"								
"S4"	"grab"	"2018-06-06"		0.05	0.015	5	1.129	0.25	0.082	0	0	"Colorimetric Test"								
"S5"	"grab"	"2019-05-20"		0.256	0.078	14.033	3.17	0.331	0.108	0.067	0.052	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"grab"	"2019-07-01"		0.122	0.037	3.32	0.75	21.567	7.033	0.219	0.17	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"grab"	"2019-06-11"		0.053	0.016	2.213	0.5	0.997	0.325	0.075	0.058	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"eds"	"2019-06-19"	"2019-06-16"	0.516	0.157	70.695	15.97	0.221	0.072	0.309	0.24	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"eds"	"2019-06-12"	"2019-06-12"	0.292	0.089	16.423	3.71	1.99	0.649	2.028	1.575	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"grab"	"2019-04-29"		0.158	0.048	25.365	5.73	0.963	0.314	0.021	0.016	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S5"	"grab"	"2019-04-10"		0.076	0.023	38.468	8.69	7.918	2.582	0.054	0.042	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S6"	"grab"	"2018-07-12"		0.01	0.003	1.5	0.339	0.5	0.163	0.1	0.078	"Colorimetric Test"								
"S6"	"grab"	"2018-05-29"		0.02	0.006	1.5	0.339	1.1	0.359	0.1	0.078	"Colorimetric Test"								
"S6"	"grab"	"2018-06-20"		0.001	0	1.8	0.407	0.6	0.196	0.1	0.078	"Colorimetric Test"								
"S6"	"grab"	"2018-05-09"		0.03	0.009	2.2	0.497	0.2	0.065	0.1	0.078	"Colorimetric Test"								
"S6"	"eds"	"2018-07-06"	"2018-07-06"	0.02	0.006	1	0.226	0.9	0.293	0.4	0.311	"Colorimetric Test"								
"S7"	"grab"	"2019-07-03"		0.049	0.015	3.984	0.9	0.153	0.05	0.035	0.027	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S7"	"grab"	"2019-04-30"		0.049	0.015	4.781	1.08	0.153	0.05	0.021	0.016	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S7"	"grab"	"2019-05-20"		0.092	0.028	4.869	1.1	0.175	0.057	0.027	0.021	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S7"	"grab"	"2019-04-09"		0.049	0.015	1.859	0.42	0.153	0.05	0.019	0.015	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S7"	"grab"	"2019-06-12"		0.049	0.015	5.976	1.35	0.153	0.05	0.023	0.018	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S8"	"grab"	"2019-04-30"		0.049	0.015	1.018	0.23	0.153	0.05	0.019	0.015	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S8"	"grab"	"2019-05-20"		0.108	0.033	5.046	1.14	0.153	0.05	0.394	0.306	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S8"	"grab"	"2019-04-09"		0.049	0.015	5.489	1.24	0.153	0.05	0.019	0.015	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S8"	"grab"	"2019-07-03"		0.049	0.015	1.018	0.23	0.153	0.05	0.023	0.018	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S8"	"grab"	"2019-06-12"		0.112	0.034	2.346	0.53	0.417	0.136	0.219	0.17	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S9"	"grab"	"2018-06-07"		0.5	0.152	0	0	0.3	0.098	0.1	0.078	"Colorimetric Test"								
"S9"	"eds"	"2018-06-11"	"2018-06-11"	1	0.304	15	3.388	1.1	0.359	0.6	0.466	"Colorimetric Test"								
"S9"	"eds"	"2018-06-28"	"2018-06-28"	0.7	0.213	50	11.295	2	0.652	0.5	0.388	"Colorimetric Test"								
"S9"	"grab"	"2018-10-17"		0.2	0.061	0	0	0.5	0.163	0.15	0.116	"Colorimetric Test"								
"S9"	"eds"	"2018-05-24"	"2018-05-24"	1	0.304	25	5.648	0.75	0.245	0.7	0.544	"Colorimetric Test"								
"S9"	"grab"	"2018-05-03"		0.8	0.244	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S10"	"grab"	"2019-06-14"		0.151	0.046	17.486	3.95	0.963	0.314	0.098	0.076	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S10"	"grab"	"2019-05-02"		0.105	0.032	18.946	4.28	0.592	0.193	0.088	0.068	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S10"	"grab"	"2019-07-08"		0.092	0.028	16.202	3.66	1.052	0.343	0.036	0.028	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S10"	"grab"	"2019-04-08"		0.171	0.052	26.073	5.89	1.055	0.344	0.066	0.051	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S10"	"grab"	"2019-05-23"		0.236	0.072	72.908	16.47	0.399	0.13	0.099	0.077	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S11"	"grab"	"2019-05-22"		0.292	0.089	41.965	9.48	0.279	0.091	0.693	0.538	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S11"	"eds"	"2019-05-07"	"2019-05-03"	0.351	0.107	26.118	5.9	0.745	0.243	1.76	1.367	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S11"	"grab"	"2019-06-13"		0.194	0.059	33.555	7.58	0.396	0.129	0.077	0.06	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S11"	"grab"	"2019-04-09"		0.286	0.087	30.899	6.98	0.589	0.192	0.873	0.678	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S11"	"grab"	"2019-05-01"		0.43	0.131	37.273	8.42	0.558	0.182	0.523	0.406	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S11"	"grab"	"2019-07-09"		0.23	0.07	27.092	6.12	0.997	0.325	0.1	0.078	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S12"	"eds"	"2018-05-28"	"2018-05-28"	0.5	0.152	10	2.259	0.25	0.082	0	0	"Colorimetric Test"								
"S12"	"grab"	"2018-05-02"		0.5	0.152	20	4.518	0.75	0.245	0.1	0.078	"Colorimetric Test"								
"S12"	"grab"	"2018-10-18"		0.05	0.015	35	7.906	0.4	0.13	0.1	0.078	"Colorimetric Test"								
"S12"	"grab"	"2018-06-08"		0.25	0.076	10	2.259	0.3	0.098	0.2	0.155	"Colorimetric Test"								
"S12"	"eds"	"2018-05-15"	"2018-05-15"	1	0.304	25	5.648	0.25	0.082	0.2	0.155	"Colorimetric Test"								
"S13"	"grab"	"2018-10-17"				1	0.226	0.1	0.033	0	0	"Colorimetric Test"								
"S13"	"grab"	"2018-06-07"		0	0	0	0	0	0	0	0	"Colorimetric Test"								
"S13"	"grab"	"2018-05-03"		0.4	0.122	0	0	0	0	0	0	"Colorimetric Test"								
"S14"	"grab"	"2019-06-11"		0.591	0.18	49.978	11.29	2.738	0.893	0.149	0.116	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S14"	"grab"	"2019-05-20"		0.512	0.156	41.39	9.35	0.475	0.155	0.318	0.247	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S14"	"grab"	"2019-04-29"		0.161	0.049	41.567	9.39	1.107	0.361	0.001	0.001	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S14"	"grab"	"2019-04-16"		0.092	0.028	46.835	10.58	0.159	0.052	0	0	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S14"	"eds"	"2019-06-24"	"2019-06-20"	0.328	0.1	35.547	8.03	1.11	0.362	0.031	0.024	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S14"	"grab"	"2019-07-01"		0.23	0.07	43.78	9.89	0.708	0.231	0.032	0.025	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S15"	"grab"	"2019-04-10"		0.072	0.022	26.472	5.98	0	0	0	0	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S15"	"eds"	"2019-05-22"	"2019-05-21"	0.108	0.033	28.198	6.37	0.074	0.024	0.033	0.026	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S15"	"grab"	"2019-05-01"		0.066	0.02	22.753	5.14	0.04	0.013	0.017	0.013	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S15"	"grab"	"2019-07-09"		0.046	0.014	20.717	4.68	0.218	0.071	0.037	0.029	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S15"	"grab"	"2019-05-22"		0.164	0.05	41.965	9.48	0.31	0.101	0.279	0.217	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S15"	"grab"	"2019-06-13"		0.039	0.012	26.073	5.89	0.129	0.042	0.028	0.022	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S16"	"grab"	"2019-06-13"		0.345	0.105	23.373	5.28	0.583	0.19	0.13	0.101	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S16"	"grab"	"2019-07-08"		0.164	0.05	19.522	4.41	0.481	0.157	0.062	0.048	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S16"	"grab"	"2019-05-01"		0	0	20.053	4.53	0.328	0.107	0	0	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S16"	"grab"	"2019-05-22"		0.296	0.09	39.132	8.84	0.319	0.104	0.185	0.144	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S16"	"grab"	"2019-04-09"		0.207	0.063	23.24	5.25	0.251	0.082	0.095	0.074	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S17"	"grab"	"2019-07-09"		0.118	0.036	16.158	3.65	0.598	0.195	0.052	0.04	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S17"	"grab"	"2019-06-13"		0.171	0.052	13.723	3.1	0.396	0.129	0.075	0.058	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S17"	"grab"	"2019-05-22"		0.181	0.055	28.375	6.41	0.169	0.055	0.164	0.127	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S17"	"grab"	"2019-04-09"		0.138	0.042	17.973	4.06	0.187	0.061	0.147	0.114	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S17"	"grab"	"2019-05-01"		0.289	0.088	16.29	3.68	0.531	0.173	0.457	0.355	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S18"	"eds"	"2018-05-28"	"2018-05-28"	1	0.304	40	9.036	0	0	0.1	0.078	"Colorimetric Test"								
"S18"	"grab"	"2018-06-07"		1	0.304	2	0.452	1	0.326	1.5	1.165	"Colorimetric Test"								
"S18"	"grab"	"2018-10-18"		0.3	0.091	25	5.648	0.7	0.228	0.3	0.233	"Colorimetric Test"								
"S18"	"eds"	"2018-06-28"	"2018-06-28"	1	0.304	75	16.942	1	0.326	0	0	"Colorimetric Test"								
"S18"	"eds"	"2018-06-06"	"2018-06-06"	1	0.304	30	6.777	0.5	0.163	0.6	0.466	"Colorimetric Test"								
"S18"	"eds"	"2018-05-15"	"2018-05-15"	1	0.304	2	0.452	0	0	0	0	"Colorimetric Test"								
"S18"	"grab"	"2018-05-03"		0.35	0.107	0	0	0.25	0.082	0.5	0.388	"Colorimetric Test"								
"S19"	"grab"	"2018-10-18"		0.1	0.03	5	1.129	0.5	0.163	0	0	"Colorimetric Test"								
"S19"	"grab"	"2018-06-08"		0.25	0.076	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S19"	"eds"	"2018-05-27"	"2018-05-27"	0.5	0.152	2	0.452	0.25	0.082	0	0	"Colorimetric Test"								
"S19"	"grab"	"2018-05-02"		1	0.304	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S19"	"eds"	"2018-06-11"	"2018-06-11"	0.4	0.122	0.25	0.056	0.4	0.13	0.1	0.078	"Colorimetric Test"								
"S19"	"eds"	"2018-06-27"	"2018-06-27"	0.5	0.152	50	11.295	0.75	0.245	0	0	"Colorimetric Test"								
"S19"	"eds"	"2018-06-05"	"2018-06-05"	0.5	0.152	5	1.129	0.5	0.163	0	0	"Colorimetric Test"								
"S20"	"grab"	"2019-07-08"		0.555	0.169	33.289	7.52	0.659	0.215	0.241	0.187	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S20"	"grab"	"2019-04-08"		0.125	0.038	48.738	11.01	0.031	0.01	0.185	0.144	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S20"	"grab"	"2019-05-23"		0.256	0.078	35.237	7.96	0.19	0.062	0.505	0.392	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S20"	"grab"	"2019-05-02"		0.21	0.064	42.674	9.64	0.043	0.014	0.198	0.154	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S20"	"grab"	"2019-06-14"		0.328	0.1	29.615	6.69	0	0	0.027	0.021	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S20"	"eds"	"2019-05-23"	"2019-05-20"	0.322	0.098	10.137	2.29	0.96	0.313	0.695	0.54	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S21"	"grab"	"2019-06-12"		0.082	0.025	8.455	1.91	0.233	0.076	0.037	0.029	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S21"	"grab"	"2019-07-02"		0.033	0.01	5.578	1.26	0.196	0.064	0.023	0.018	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S21"	"eds"	"2019-05-21"	"2019-05-20"	0.397	0.121	12.085	2.73			0.833	0.647	"Photometer"	0.05	2	1	60			0.02	2.5
"S21"	"grab"	"2019-04-30"		0.085	0.026	8.986	2.03	0.159	0.052	0.033	0.026	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S21"	"grab"	"2019-04-11"		0.066	0.02	10.491	2.37	0.074	0.024	0.044	0.034	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S21"	"grab"	"2019-05-21"		0.732	0.223	19.168	4.33	2.015	0.657	0.507	0.394	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S22"	"grab"	"2019-07-02"		0.112	0.034	12.528	2.83	0.733	0.239	0.077	0.06	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S22"	"grab"	"2019-06-12"		0.144	0.044	11.111	2.51	0.813	0.265	0.09	0.07	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S22"	"grab"	"2018-05-04"		0.8	0.244	0	0	0.5	0.163	0.2	0.155	"Colorimetric Test"								
"S22"	"grab"	"2018-06-06"		0.15	0.046	0	0	0.5	0.163	0	0	"Colorimetric Test"								
"S22"	"grab"	"2019-04-30"		0.092	0.028	13.856	3.13	0.313	0.102	0.013	0.01	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S22"	"grab"	"2018-10-16"		0.1	0.03	10	2.259	0.6	0.196	0.2	0.155	"Colorimetric Test"								
"S22"	"grab"	"2019-05-21"		0.374	0.114	13.856	3.13	0.567	0.185	0.545	0.423	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S22"	"grab"	"2019-04-11"		0.072	0.022	16.379	3.7	0.23	0.075	0.044	0.034	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S23"	"grab"	"2019-05-21"		0.479	0.146	13.9	3.14	1.159	0.378	0.238	0.185	"Photometer"	0.05	2	1	60	1.5	15	0.02	2.5
"S23"	"grab"	"2019-04-30"		0.076	0.023	13.324	3.01	0.08	0.026	0.005	0.004	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S23"	"grab"	"2019-04-11"		0.056	0.017	13.723	3.1	0	0	0.022	0.017	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S23"	"grab"	"2019-07-02"		0.053	0.016	15.538	3.51	0.156	0.051	0.026	0.02	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S23"	"grab"	"2019-06-12"		0.059	0.018	15.759	3.56	0.135	0.044	0.039	0.03	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S24"	"grab"	"2018-05-23"		1	0.304	40	9.036	0.5	0.163	0.8	0.621	"Colorimetric Test"								
"S24"	"grab"	"2018-10-16"		0.15	0.046	2	0.452	0.7	0.228	0.1	0.078	"Colorimetric Test"								
"S24"	"eds"	"2018-05-22"	"2018-05-22"	1	0.304	40	9.036	0.8	0.261	0.5	0.388	"Colorimetric Test"								
"S24"	"grab"	"2018-05-03"		1	0.304	25	5.648	0.5	0.163	0.5	0.388	"Colorimetric Test"								
"S24"	"grab"	"2018-06-06"		0.2	0.061	0	0	0.4	0.13	0.2	0.155	"Colorimetric Test"								
"S25"	"eds"	"2018-05-22"	"2018-05-22"	0.25	0.076	25	5.648	3	0.978	1	0.776	"Colorimetric Test"								
"S25"	"grab"	"2018-05-23"		0.25	0.076	25	5.648	3	0.978	1	0.776	"Colorimetric Test"								
"S25"	"grab"	"2018-06-06"		0	0	0	0	0.1	0.033	0	0	"Colorimetric Test"								
"S25"	"grab"	"2018-10-17"		0.05	0.015	0	0	0.4	0.13	0.3	0.233	"Colorimetric Test"								
"S25"	"grab"	"2018-05-04"		0.8	0.244	15	3.388	0.9	0.293	0.3	0.233	"Colorimetric Test"								
"S26"	"grab"	"2019-07-02"		0.131	0.04	2.169	0.49	0.583	0.19	0.317	0.246	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"grab"	"2019-05-21"		0.082	0.025	1.948	0.44	1.864	0.608	0.085	0.066	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"eds"	"2019-06-15"	"2019-06-12"	0.158	0.048	5.489	1.24	3.944	1.286	0.375	0.291	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"grab"	"2019-04-30"		0.069	0.021	3.586	0.81	0.328	0.107	0.046	0.036	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"eds"	"2019-06-07"	"2019-06-06"	0.154	0.047	3.984	0.9	0.374	0.122	0.303	0.235	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"grab"	"2019-04-17"		0.118	0.036	9.208	2.08	0.5	0.163	0.064	0.05	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S26"	"grab"	"2019-06-12"		0.053	0.016	2.346	0.53	2.294	0.748	0.125	0.097	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S27"	"grab"	"2018-06-07"		0.25	0.076	25	5.648	0.785	0.256	0	0	"Colorimetric Test"								
"S27"	"grab"	"2018-05-03"		0.5	0.152	0	0	0.35	0.114	0	0	"Colorimetric Test"								
"S28"	"grab"	"2019-04-30"		0.059	0.018	3.364	0.76	0.432	0.141	0.064	0.05	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S28"	"grab"	"2019-06-12"		0.049	0.015	4.205	0.95	1.818	0.593	0.071	0.055	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S28"	"grab"	"2019-05-21"		0.049	0.015	1.505	0.34	0.276	0.09	0.049	0.038	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S28"	"grab"	"2019-07-02"		0.053	0.016	3.099	0.7	0.84	0.274	0.082	0.064	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S28"	"eds"	"2019-06-12"	"2019-06-11"	0.085	0.026	3.054	0.69	0.141	0.046	0.049	0.038	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
"S28"	"grab"	"2019-04-17"		0.092	0.028	6.95	1.57	0.193	0.063	0.08	0.062	"Photometer"	0.05	2	1	60	0.15	4.5	0.02	2.5
